"GEMS TARIFF FOR SERVICES BY NON-CONTRACTED MEDICAL PRACTITIONERS
WITH EFFECT FROM 2026-01-01",,014 - General Medical Practice,,016 - Obstetrics and Gynaecology,,032 - Paediatricians,,,,,,,,,,,,
3899,Bacterial exotoxin production (in vivo assay),280.4,,432.4,,432.4,,,,,,,,,,,,
3901,Fungal culture,60.8,,94,,94,,,,,,,,,,,,
3902,Clostridium difficile (cytotoxicity neutralisation),406.4,,627,,627,,,,,,,,,,,,
3903,Antibiotic level: Biological fluids,158.6,,244.6,,244.6,,,,,,,,,,,,
3904,Rotavirus latex slide test,76.4,,117.5,,117.5,,,,,,,,,,,,
3905,Identification of virus or rickettsia,280.4,,432.4,,432.4,,,,,,,,,,,,
3906,Identification: Chlamydia,216.5,,334.4,,334.4,,,,,,,,,,,,
3908,Anaerobe culture: Comprehensive,134,,206.5,,206.5,,,,,,,,,,,,
3909,Anaerobe culture: Limited procedure,60.8,,94,,94,,,,,,,,,,,,
3911,Beta-lactamase assay,60.8,,94,,94,,,,,,,,,,,,
3914,Sterility control test: Biological method,60.8,,94,,94,,,,,,,,,,,,
3915,Mycobacterium culture,60.8,,94,,94,,,,,,,,,,,,
3916,Radiometric tuberculosis culture,146.1,,225.3,,225.3,,,,,,,,,,,,
3918,Mycoplasma culture: Comprehensive,134,,206.5,,206.5,,,,,,,,,,,,
3919,Identification of mycobacterium,134,,206.5,,206.5,,,,,,,,,,,,
3920,Mycobacterium: Antibiotic sensitivity,134,,206.5,,206.5,,,,,,,,,,,,
3921,Antibiotic synergistic study,280.4,,432.4,,432.4,,,,,,,,,,,,
3922,Viable cell count,18.2,,28.2,,28.2,,,,,,,,,,,,
3923,Biochemical identification of bacterium: Abridged,42.7,,65.9,,65.9,,,,,,,,,,,,
3924,Biochemical identification of bacterium: Extended,169.3,,260.9,,260.9,,,,,,,,,,,,
3925,Serological identification of bacterium: Abridged,42.7,,65.9,,65.9,,,,,,,,,,,,
3926,Serological identification of bacterium: Extended,138.1,,213.1,,213.1,,,,,,,,,,,,
3927,Grouping for streptococci,98.6,,152.6,,152.6,,,,,,,,,,,,
3928,Antimicrobic substances,50.6,,79.4,,79.4,,,,,,,,,,,,
3929,Radiometric mycobacterium identification,188.9,,292.6,,292.6,,,,,,,,,,,,
3930,Radiometric mycobacterium antibiotic sensitivity,339.4,,522.4,,522.4,,,,,,,,,,,,
3931,Helicobacter: Monoclonal immunological,168,,259,,259,,,,,,,,,,,,
4650,Antibiotic MIC per organism per antibiotic,108.6,,167.2,,167.2,,,,,,,,,,,,
4651,Non-radiometric automated blood cultures,188.4,,290.3,,290.3,,,,,,,,,,,,
4652,Rapid automated bacterial identification per organism,203.2,,313.4,,313.4,,,,,,,,,,,,
4653,Rapid automated antibiotic susceptibility per organism,230.1,,355.2,,355.2,,,,,,,,,,,,
4654,Rapid automated MIC per organism per antibiotic,230.1,,355.2,,355.2,,,,,,,,,,,,
4655,Mycobacteria: MIC determination - E Test,223.5,Z,344.8,Z,344.8,Z,,,,,,,,,,,
4656,Mycobacteria: Identification HPLC,474.1,Z,731.3,Z,731.3,Z,,,,,,,,,,,
4657,"Mycobacteria: Liquefied, consentrated, fluorochrome stain",134,Z,206.5,Z,206.5,Z,,,,,,,,,,,
3898,Bacterial extooxin production (in vitro assay),0,,0,,0,,,,,,,,,,,,
3900,Cytomegalovirus (CMV) pp65 antigen detection assay,0,,0,,0,,,,,,,,,,,,
3917,Mycoplasma culture: Limited,0,,0,,0,,,,,,,,,,,,
21.4,Serology,,,,,,,,,,,,,,,,,
3958,Anti Gad/Ia2 Ab,920.3,,1419.4,,1419.4,,,,,,,,,,,,
3959,Rose Waaler agglutination test,60.8,,94,,94,,,,,,,,,,,,
3960,"Gonococcal, listeria or echinococcus agglutination",127.9,,198.4,,198.4,,,,,,,,,,,,
3961,Slide agglutination test,35.6,,54.8,,54.8,,,,,,,,,,,,
3963,Serum complement level: Each component,42.7,,65.9,,65.9,,,,,,,,,,,,
3965,Anti Ia2 Antibodies,487.8,,751.8,,751.8,,,,,,,,,,,,
3966,Anti Gad Antibodies,487.8,,751.8,,751.8,,,,,,,,,,,,
3967,Auto-antibody: Sensitized erythrocytes,60.8,,94,,94,,,,,,,,,,,,
3968,Herpes virus typing: Monoclonal immunological,280.2,,432.1,,432.1,,,,,,,,,,,,
3969,Western blot technique,995.7,,1546.2,,1546.2,,,,,,,,,,,,
3932,Antibodies to human immunodeficiency virus (HIV): ELISA,191,,294.3,,294.3,,,,,,,,,,,,
3933,IgE: Total: EMIT or ELISA,158.6,,244.6,,244.6,,,,,,,,,,,,
3934,Auto antibodies by labelled antibodies,216.5,,334.4,,334.4,,,,,,,,,,,,
3935,Sperm antibodies,216.5,,334.4,,334.4,,,,,,,,,,,,
3936,Virus neutralisation test: First antibody,1016.2,,1566.8,,1566.8,,,,,,,,,,,,
3937,Virus neutralisation test: Each additional antibody,203.2,,313.4,,313.4,,,,,,,,,,,,
3938,Precipitation test per antigen,60.8,,94,,94,,,,,,,,,,,,
3939,Agglutination test per antigen,74.7,,114.9,,114.9,,,,,,,,,,,,
3940,Haemagglutination test: Per antigen,134,,206.5,,206.5,,,,,,,,,,,,
3941,Modified Coombs' test for brucellosis,60.8,,94,,94,,,,,,,,,,,,
3942,Hepatitis Rapid Viral Ab,165.7,,255.3,,255.3,,,,,,,,,,,,
3943,Antibody titer to bacterial exotoxin,49,,75.2,,75.2,,,,,,,,,,,,
3944,IgE: Specific antibody titer: ELISA/EMIT: Per Ag,168,,259,,259,,,,,,,,,,,,
3945,Complement fixation test,79.3,,121.9,,121.9,,,,,,,,,,,,
3946,IgM: Specific antibody titer:ELISA/EMIT: Per Ag,190.3,,293.4,,293.4,,,,,,,,,,,,
3947,C-reactive protein,147,,226.5,,226.5,,,,,,,,,,,,
3948,IgG: Specific antibody titer: ELISA/EMIT: Per Ag,175.3,,270.6,,270.6,,,,,,,,,,,,
3949,"Qualitative Kahn, VDRL or other flocculation",30.5,,47.1,,47.1,,,,,,,,,,,,
3950,Neutrophil phagocytosis,341.2,,526.5,,526.5,,,,,,,,,,,,
3951,"Quantitative Kahn, VDRL or other flocculation",49,,75.2,,75.2,,,,,,,,,,,,
3952,Neutrophil chemotaxis,920.3,,1419.4,,1419.4,,,,,,,,,,,,
3953,Tube agglutination test,56.5,,86.7,,86.7,,,,,,,,,,,,
3955,Paul Bunnell: Presumptive,30.5,,47.1,,47.1,,,,,,,,,,,,
3956,Infectious mononucleosis latex slide test (Monospot or equivalent),115.2,,177.6,,177.6,,,,,,,,,,,,
3971,Immuno-diffusion test: Per antigen,42.7,,65.9,,65.9,,,,,,,,,,,,
3972,Respiratory syncytial virus (ELISA technique),467,,731.3,,731.3,,,,,,,,,,,,
3973,Immuno electrophoresis: Per immune serum,127.9,,197.3,,197.3,,,,,,,,,,,,
3974,Polymerase chain reaction,1016.2,,1566.8,,1566.8,,,,,,,,,,,,
3975,"Indirect immuno-fluorescence test (bacterial, viral, parasitic)",162.5,,250.7,,250.7,,,,,,,,,,,,
3978,Lymphocyte transformation,700.9,,1079.7,,1079.7,,,,,,,,,,,,
3980,Bilharzia Ag Serum/Urine,196.3,,302.8,,302.8,,,,,,,,,,,,
3982,Histone Ab,216.7,,334.4,,334.4,,,,,,,,,,,,
4600,Anti-CCP,236.6,Z,364.9,Z,364.9,Z,,,,,,,,,,,
4601,Panel typing: Antibody detection: Class I,487.8,,751.8,,751.8,,,,,,,,,,,,
4602,Panel typing: Antibody detection: Class II,595.5,,919.3,,919.3,,,,,,,,,,,,
4603,HLA test for specific locus/antigen - serology,365.9,,564.2,,564.2,,,,,,,,,,,,
4604,HLA typing: Class I - serology,705,,1086.2,,1086.2,,,,,,,,,,,,
4605,HLA typing: Class II - serology,705,,1086.2,,1086.2,,,,,,,,,,,,
4606,HLA typing: Class I & II - serology,1219.2,,1880.2,,1880.2,,,,,,,,,,,,
4607,Cross matching T-cells (per tray),243.7,,376,,376,,,,,,,,,,,,
4608,Cross matching B-cells,514,,793.6,,793.6,,,,,,,,,,,,
4609,Cross matching T- & B-cells,650.2,,1002.7,,1002.7,,,,,,,,,,,,
4610,Helicobacter: Pylori antigen test,468.9,,722.6,,722.6,,,,,,,,,,,,
4611,Erythropoietin,270.8,,417.7,,417.7,,,,,,,,,,,,
4612,HTLV I/II,270.8,,417.7,,417.7,,,,,,,,,,,,
4613,Anti-Gm1 Antibody Assay,1016.2,,1566.8,,1566.8,,,,,,,,,,,,
4614,HIV Ab - Rapid Test,162.5,,250.7,,250.7,,,,,,,,,,,,
3957,Paul Bunnell: Absorption,0,,0,,0,,,,,,,,,,,,
3962,Rebuck skin window,0,,0,,0,,,,,,,,,,,,
3977,Counter immuno-electrophoresis,0,,0,,0,,,,,,,,,,,,
3984,Quantiferon TB assay,0,,0,,0,,,,,,,,,,,,
3986,Anti R7-V,0,,0,,0,,,,,,,,,,,,
21.5,Skin tests,,,,,,,,,,,,,,,,,
,"For skin-prick allergy tests, please refer to items 0218, 0220 and 0221 in Section 2: Integumentary Section",,,,,,,,,,,,,,,,,
21.6,Biochemical tests: Blood,,,,,,,,,,,,,,,,,
3991,Abnormal pigments: Qualitative,60.8,,94,,94,,,,,,,,,,,,
3993,Abnormal pigments: Quantitative,121.9,,188.2,,188.2,,,,,,,,,,,,
3995,Acid phosphate,70.3,,108.1,,108.1,,,,,,,,,,,,
3998,Amino acids Quantitative (Post derivatisation HPLC),1058.4,,1632.1,,1632.1,,,,,,,,,,,,
3999,Albumin,65.3,,100.3,,100.3,,,,,,,,,,,,
4000,Alcohol,168,,259,,259,,,,,,,,,,,,
4001,Alkaline phosphatase,70.3,,108.1,,108.1,,,,,,,,,,,,
4002,Alkaline phosphatase-iso-enzymes,158.6,,244.6,,244.6,,,,,,,,,,,,
4003,Ammonia: Enzymatic,104.6,,161.2,,161.2,,,,,,,,,,,,
4004,Ammonia: Monitor,60.8,,94,,94,,,,,,,,,,,,
4005,Alpha-1-antitrypsin: Total,97.4,,150.3,,150.3,,,,,,,,,,,,
4006,Amylase,70.3,,108.1,,108.1,,,,,,,,,,,,
4007,"Arsenic in blood, hair or nails",491.1,,757.3,,757.3,,,,,,,,,,,,
4008,Bilirubin - Reflectance,64.6,,99.5,,99.5,,,,,,,,,,,,
4009,Bilirubin: Total,64.6,,99.5,,99.5,,,,,,,,,,,,
4010,Bilirubin: Conjugated,49.1,,75.8,,75.8,,,,,,,,,,,,
4011,Breath Hydrogen Test,292,,450.2,,450.2,,,,,,,,,,,,
4012,CSF Nicotinic Acid,168.4,,259.4,,259.4,,,,,,,,,,,,
4013,CSF Glutamine,152.6,,235,,235,,,,,,,,,,,,
4014,Cadmium: Atomic absorption,245.6,,378.6,,378.6,,,,,,,,,,,,
4016,Calcium: Ionized,91.2,,141,,141,,,,,,,,,,,,
4017,Calcium: Spectrophotometric,49.1,,75.8,,75.8,,,,,,,,,,,,
4018,Calcium: Atomic absorption,98.2,,151.4,,151.4,,,,,,,,,,,,
4019,Carotene,30.5,,47.1,,47.1,,,,,,,,,,,,
4020,Carnitine (Total or free) in biological fluid: Each,158.1,,244.5,,244.5,,,,,,,,,,,,
4021,Carnitine (Total or free) in muscle: Each,316.9,,488.5,,488.5,,,,,,,,,,,,
4022,Acyl Carnitine,316.9,,488.5,,488.5,,,,,,,,,,,,
4023,Chloride,35.2,,54.2,,54.2,,,,,,,,,,,,
4025,Chol/HDL/LDL/Trig,367,,565.3,,565.3,,,,,,,,,,,,
4026,LDL cholesterol (chemical determination),93.5,,143.9,,143.9,,,,,,,,,,,,
4027,Cholesterol total,72.3,,111.6,,111.6,,,,,,,,,,,,
4028,HDL cholesterol,93.5,,143.9,,143.9,,,,,,,,,,,,
4029,Cholinesterase: Serum or erythrocyte: Each,101.5,,156.1,,156.1,,,,,,,,,,,,
4030,Cholinesterase phenotype (Dibucaine or fluoride each),121.9,,188.2,,188.2,,,,,,,,,,,,
4031,Total CO2,70.3,,108.1,,108.1,,,,,,,,,,,,
4032,Creatinine,49.1,,75.8,,75.8,,,,,,,,,,,,
4033,CSF-Immunoglobulin G,127.9,,197.3,,197.3,,,,,,,,,,,,
4034,C1-Esterase Inhibitor,127.9,,197.3,,197.3,,,,,,,,,,,,
4035,CSF-Albumin,127.9,,197.3,,197.3,,,,,,,,,,,,
4036,CSF-IgG Index,298.7,,460.6,,460.6,,,,,,,,,,,,
4038,Glutamic acid,393.8,,607,,607,,,,,,,,,,,,
4040,Homocysteine (random),207.1,,319.7,,319.7,,,,,,,,,,,,
4041,Homocysteine (after Methionine load),245.3,,378.2,,378.2,,,,,,,,,,,,
4042,D-Xylose absorption test: Two hours,177.7,,274.7,,274.7,,,,,,,,,,,,
4045,Fibrinogen: Quantitative,49,,75.2,,75.2,,,,,,,,,,,,
4049,Glucose tolerance test (2 specimens),121.4,,187.3,,187.3,,,,,,,,,,,,
4050,Glucose strip-test with photometric reading,24.4,,37.6,,37.6,,,,,,,,,,,,
4051,Galactose,152.6,,235,,235,,,,,,,,,,,,
4052,Glucose tolerance test (3 specimens),178.3,,275.1,,275.1,,,,,,,,,,,,
4053,Glucose tolerance test (4 specimens),235.5,,362.6,,362.6,,,,,,,,,,,,
4057,Glucose: Quantitative,49.1,,75.8,,75.8,,,,,,,,,,,,
4061,Glucose tolerance test (5 specimens),292,,450.2,,450.2,,,,,,,,,,,,
4062,Galactose-1-phosphate uridyl transferase,217.6,,334.4,,334.4,,,,,,,,,,,,
4063,Fructosamine,97.4,,150.3,,150.3,,,,,,,,,,,,
4064,HbA1C,193,,297.8,,297.8,,,,,,,,,,,,
4066,"Immunofixation: Total protein, IgG, IgA, IgM, Kappa, Lambda",635.3,,979.3,,979.3,,,,,,,,,,,,
4067,Lithium: Flame ionisation,70.3,,108.1,,108.1,,,,,,,,,,,,
4068,Lithium: Atomic absorption,101.5,,156.1,,156.1,,,,,,,,,,,,
4071,Iron,91.2,,141,,141,,,,,,,,,,,,
4073,Iron-binding capacity,103.5,,159.7,,159.7,,,,,,,,,,,,
4076,Blood gases: Astrup/pO2 and ancillary tests - can only be charged to a maximum of 6 times per patient per day,258.7,,398.9,,398.9,,,,,,,,,,,,
4078,"Oximetry analysis: MetHb, COHb, O2Hb, RHb, SulfHb",91.2,,141,,141,,,,,,,,,,,,
4079,Ketones in plasma: Qualitative,30.5,,47.1,,47.1,,,,,,,,,,,,
4081,Drug level-biological fluid: Quantitative,146.1,,225.3,,225.3,,,,,,,,,,,,
4082,Tacrolimus assay,272.3,,419.9,,419.9,,,,,,,,,,,,
4083,Lysosomal enzyme assay,495.3,,764,,764,,,,,,,,,,,,
4084,Thymidine kinase,270.8,,417.7,,417.7,,,,,,,,,,,,
4085,Lipase,70.3,,108.1,,108.1,,,,,,,,,,,,
4086,Lactate,216.7,,334.4,,334.4,,,,,,,,,,,,
4091,Lipoprotein electrophoresis,121.9,,188.2,,188.2,,,,,,,,,,,,
4092,Orosmucoid,127.9,,197.3,,197.3,,,,,,,,,,,,
4093,Osmolality: Serum or urine,91.2,,141,,141,,,,,,,,,,,,
4094,Magnesium: Spectrophotometric,49.1,,75.8,,75.8,,,,,,,,,,,,
4095,Magnesium: Atomic absorption,98.2,,151.4,,151.4,,,,,,,,,,,,
4096,Mercury: Atomic absorption,245.6,,378.6,,378.6,,,,,,,,,,,,
4098,Copper: Atomic absorption,245.6,,378.6,,378.6,,,,,,,,,,,,
4105,Protein electrophoresis,121.9,,188.2,,188.2,,,,,,,,,,,,
4106,"IgG sub-class 1, 2, 3 or 4: Per sub-class",268.2,,417.7,,417.7,,,,,,,,,,,,
4109,Phosphate,49.1,,75.8,,75.8,,,,,,,,,,,,
4113,Potassium,49.1,,75.8,,75.8,,,,,,,,,,,,
4114,Sodium,49.1,,75.8,,75.8,,,,,,,,,,,,
4117,Protein: Total,42.1,,64.9,,64.9,,,,,,,,,,,,
4121,"pH, pCO2 or pO2: Each",91.2,,141,,141,,,,,,,,,,,,
4123,Pyruvic acid,60.8,,94,,94,,,,,,,,,,,,
4125,Salicylates,60.8,,94,,94,,,,,,,,,,,,
4127,Caeruloplasmin,60.8,,94,,94,,,,,,,,,,,,
4128,Phenylalanine: Quantitative,152.6,,235,,235,,,,,,,,,,,,
4130,Aspartate aminotransferase (AST),72.9,,112.8,,112.8,,,,,,,,,,,,
4131,Alanine aminotransferase (ALT),72.9,,112.8,,112.8,,,,,,,,,,,,
4132,Creatine kinase (CK),72.9,,112.8,,112.8,,,,,,,,,,,,
4133,Lactate dehidrogenase (LD),72.9,,112.8,,112.8,,,,,,,,,,,,
4134,Gamma glutamyl transferase (GGT),72.9,,112.8,,112.8,,,,,,,,,,,,
4135,Aldolase,72.9,,112.8,,112.8,,,,,,,,,,,,
4136,Angiotensin converting enzyme (ACE),121.9,,188.2,,188.2,,,,,,,,,,,,
4137,Lactate dehydrogenase isoenzyme,146.1,,225.3,,225.3,,,,,,,,,,,,
4138,CK-MB: Immunoinhibition/precipitation,146.1,,225.3,,225.3,,,,,,,,,,,,
4139,Adenosine deaminase,72.9,,112.8,,112.8,,,,,,,,,,,,
4143,Serum/plasma enzymes,72.9,,112.8,,112.8,,,,,,,,,,,,
4144,Transferrin,158.6,,244.6,,244.6,,,,,,,,,,,,
4146,Lead: Atomic absorption,203.2,,313.4,,313.4,,,,,,,,,,,,
4147,Triglyceride,107.6,,165.6,,165.6,,,,,,,,,,,,
4148,Tay - Sachs Study,495.3,,764,,764,,,,,,,,,,,,
4149,Red cell magnesium,158.6,,244.6,,244.6,,,,,,,,,,,,
4150,Urea (post-dialysis),49.1,,51.4,,51.4,,,,,,,,,,,,
4151,Urea,49.1,,75.8,,75.8,,,,,,,,,,,,
4152,CK-MB: Mass determination: Quantitative (Automated),168,,259,,259,,,,,,,,,,,,
4153,CK-MB: Mass determination: Quantitative (Not automated),236.7,,365,,365,,,,,,,,,,,,
4154,Myoglobin quantitative: Monoclonal immunological,168,,259,,259,,,,,,,,,,,,
4155,Uric acid,51.1,,79,,79,,,,,,,,,,,,
4156,Vitamin D3,168.4,,259.4,,259.4,,,,,,,,,,,,
4157,Vitamin A-saturation test,207.1,,319.7,,319.7,,,,,,,,,,,,
4158,Vitamin E (tocopherol),49,,75.2,,75.2,,,,,,,,,,,,
4159,Vitamin A,85.3,,131.1,,131.1,,,,,,,,,,,,
4161,Troponin isoforms: Each,270.8,,417.7,,417.7,,,,,,,,,,,,
4163,Apoprotein AI: Turbidometric method,112.2,,173.2,,173.2,,,,,,,,,,,,
4165,Apoprotein AII: Turbidometric method,112.2,,173.2,,173.2,,,,,,,,,,,,
4167,Apoprotein B: Turbidometric method,112.2,,173.2,,173.2,,,,,,,,,,,,
4169,"i-plaq Test for Lp-PLA2 (Lp-PLA2, lipoprotein- associated phospholipase A2)",1255.6,,1935.7,,1935.7,,,,,,,,,,,,
4170,Lipoprotein (a)(Lp(a)) assay,168.4,,259.4,,259.4,,,,,,,,,,,,
4171,Sodium + potassium + chloride + CO2 + urea,214.3,,330.9,,330.9,,,,,,,,,,,,
4172,ELISA/EMIT technique,168.4,,259.4,,259.4,,,,,,,,,,,,
4173,Sirolimus Assay,1056.7,,1629.3,,1629.3,,,,,,,,,,,,
4181,Quantitative protein estimation: Mancini method,105.1,,161.9,,161.9,,,,,,,,,,,,
4182,Quantitative protein estimation: Nephelometer or Turbidometeric method,112.2,,173.2,,173.2,,,,,,,,,,,,
4183,Quantitative protein estimation: Labelled antibody,168.4,,259.4,,259.4,,,,,,,,,,,,
4184,C-reactive protein (Ultra sensitive),158.1,,243.8,,243.8,,,,,,,,,,,,
4185,Lactose,146.1,,225.3,,225.3,,,,,,,,,,,,
4186,Vitamin B6,207.1,,319.7,,319.7,,,,,,,,,,,,
4187,Zinc: Atomic absorption,245.6,,378.6,,378.6,,,,,,,,,,,,
3996,Serum Amyloid A,0,,0,,0,,,,,,,,,,,,
3997,Acid phosphatase fractionation,0,,0,,0,,,,,,,,,,,,
4047,Hollander test,0,,0,,0,,,,,,,,,,,,
4080,Everolimus assay,0,,0,,0,,,,,,,,,,,,
4111,Phospholipids,0,,0,,0,,,,,,,,,,,,
4126,Secretin-pancreozymin response,0,,0,,0,,,,,,,,,,,,
4129,Glutamate dehydrogenase (GDH),0,,0,,0,,,,,,,,,,,,
4142,Red cell enzymes: Each,0,,0,,0,,,,,,,,,,,,
4160,Vitamin C (ascorbic acid),0,,0,,0,,,,,,,,,,,,
21.7,Biochemical tests: Urine,,,,,,,,,,,,,,,,,
4188,"Urine dipstick, per stick (irrespective of the number of tests on stick)",20.4,,31.2,,31.2,,,,,,,,,,,,
4189,Abnormal pigments,60.8,,94,,94,,,,,,,,,,,,
4193,Alkapton test: Homogentisic acid,60.8,,94,,94,,,,,,,,,,,,
4194,Amino acids: Quantitative (Post derivatisation HPLC),1058.4,,1632.1,,1632.1,,,,,,,,,,,,
4195,Amino laevulinic acid,243.7,,376,,376,,,,,,,,,,,,
4197,Amylase,70.3,,108.1,,108.1,,,,,,,,,,,,
4198,Arsenic,245.6,,378.6,,378.6,,,,,,,,,,,,
4199,Ascorbic acid,30.5,,47.1,,47.1,,,,,,,,,,,,
4201,Bence-Jones protein,36.5,,56.6,,56.6,,,,,,,,,,,,
4204,Calcium: Atomic absorption,98.2,,151.4,,151.4,,,,,,,,,,,,
4205,Calcium: Spectrophotometric,49.1,,75.8,,75.8,,,,,,,,,,,,
4209,Lead: Atomic absorption,203.2,,313.4,,313.4,,,,,,,,,,,,
4210,Urine collagen telopeptides,494.2,,762.6,,762.6,,,,,,,,,,,,
4211,Bile pigments: Qualitative,30.5,,47.1,,47.1,,,,,,,,,,,,
4213,Protein: Quantitative,30.5,,47.1,,47.1,,,,,,,,,,,,
4216,Mucopolysaccharides: Qualitative,49,,75.2,,75.2,,,,,,,,,,,,
4217,Oxalate,127.1,,196.1,,196.1,,,,,,,,,,,,
4218,Glucose: Quantitative,30.5,,47.1,,47.1,,,,,,,,,,,,
4219,Steroids: Chromatography (each),97.4,,150.3,,150.3,,,,,,,,,,,,
4221,Creatinine,49.1,,75.8,,75.8,,,,,,,,,,,,
4223,Creatinine clearance,103.5,,159.7,,159.7,,,,,,,,,,,,
4227,Electrophoresis: Qualitative,60.8,,94,,94,,,,,,,,,,,,
4228,Fetal Lung Maturity,495.3,,764,,764,,,,,,,,,,,,
4230,Urine/Fluid - Specific Gravity,12.2,,18.5,,18.5,,,,,,,,,,,,
4231,Metabolites HPLC (High Pressure Liquid Chromatography),508,Z,783.6,Z,783.6,Z,,,,,,,,,,,
4232,Metabolites (Gaschromatography/Mass spectrophotometry),634.1,Z,977.5,Z,977.5,Z,,,,,,,,,,,
4233,Pharmacological/Drugs of abuse: Metabolites HPLC (High Pressure Liquid Chromatography),508,Z,783.6,Z,783.6,Z,,,,,,,,,,,
4234,Pharmacological/Drugs of abuse: Metabolites (Gaschromatography/Mass spectrophotometry),634.1,Z,977.5,Z,977.5,Z,,,,,,,,,,,
4237,5-Hydroxy-indole-acetic acid: Screen test,36.5,,56.6,,56.6,,,,,,,,,,,,
4238,5HIAA (Hplc),1058.4,,1632.1,,1632.1,,,,,,,,,,,,
4247,Ketones: Excluding dip-stick method,30.5,,47.1,,47.1,,,,,,,,,,,,
4248,Reducing substances,24.4,,37.6,,37.6,,,,,,,,,,,,
4251,Metanephrines: Column chromatography,298.7,,460.6,,460.6,,,,,,,,,,,,
4252,Metanephrine (Hplc),1058.4,,1632.1,,1632.1,,,,,,,,,,,,
4253,Aromatic amines (gas chromatography/mass spectrophotometry),365.9,,564.2,,564.2,,,,,,,,,,,,
4254,Nitrosonaphtol test for tyrosine,30.5,,47.1,,47.1,,,,,,,,,,,,
4255,Orotic Acid - Urine,127.9,,197.3,,197.3,,,,,,,,,,,,
4256,Very long Chain Fatty Acids,1752.8,,2702.7,,2702.7,,,,,,,,,,,,
4261,Micro Albumin: Quantitative,168.4,,259.4,,259.4,,,,,,,,,,,,
4262,Micro Albumin: Qualitative,60.8,,94,,94,,,,,,,,,,,,
4263,pH: Excluding dip-stick method,12.2,,18.5,,18.5,,,,,,,,,,,,
4265,Thin layer chromatography: One way,91.2,,141,,141,,,,,,,,,,,,
4266,Thin layer chromatography: Two way,152.6,,235,,235,,,,,,,,,,,,
4268,Organic acids: Quantitative: GCMS,1481.8,,2284.8,,2284.8,,,,,,,,,,,,
4269,Phenylpyruvic acid: Ferric chloride,30.5,,47.1,,47.1,,,,,,,,,,,,
4270,Chromium Total Urine,245.6,,378.6,,378.6,,,,,,,,,,,,
4271,Phosphate excretion index,298.7,,460.6,,460.6,,,,,,,,,,,,
4272,Porphobilinogen qualitative screen: Urine,67.5,,104.6,,104.6,,,,,,,,,,,,
4273,Porphobilinogen/ALA: Quantitative each,203.2,,313.4,,313.4,,,,,,,,,,,,
4283,Magnesium: Spectrophotometric,49.1,,75.8,,75.8,,,,,,,,,,,,
4284,Magnesium: Atomic absorption,98.2,,151.4,,151.4,,,,,,,,,,,,
4285,Identification of carbohydrate,103.5,,159.7,,159.7,,,,,,,,,,,,
