name,type,group,province,city,address,latitude,longitude,beds,practiceNumber,switchhouse,phone,email,ideal_clinic_score,source
Mediclinic Panorama,hospital,Mediclinic,WC,Cape Town,"Rothchild Blvd, Panorama, Cape Town, 7500",-33.871,18.58,260,,mediswitch,,,,curated
Mediclinic Plettenberg Bay,hospital,Mediclinic,WC,Plettenberg Bay,"Longships Dr, Plettenberg Bay, 6600",-34.052,23.378,36,,mediswitch,,None,,curated
Mediclinic Stellenbosch,hospital,Mediclinic,WC,Stellenbosch,"Saffraan Ave, Die Boord, Stellenbosch, 7600",-33.946,18.862,140,,mediswitch,+27 21 882 8445,,,curated
Mediclinic Vergelegen,hospital,Mediclinic,WC,Somerset West,"Main Rd, Somerset West, 7130",-34.077,18.851,144,,mediswitch,,,,curated
Mediclinic Worcester,hospital,Mediclinic,WC,Worcester,"67 Fairbairn St, Worcester, 6849",-33.707,19.448,75,,mediswitch,,,,curated
Melomed Gatesville Hospital,hospital,Independent,WC,Cape Town,"Cnr Duinefontein & Klipfontein Rd, Athlone, 7764",-33.961,18.515,156,,mediswitch,,,,curated
Melomed Tokai Hospital,hospital,Independent,WC,Cape Town,"Keyser Rd, Tokai, Cape Town, 7945",-34.056,18.448,120,,mediswitch,,,,curated
Melomed Tokai Priv Hospital,hospital,Independent,WC,Cape Town,Cnr Keysers Road & Main Road,-34.067535,18.458959,,,,,,,dsfsi_private
Melomed Tokai Private Hospital,hospital,Public,WC,Cape Town,"Cnr of Keysers and Main Road, Tokai, 7945",-33.990979,18.461124,600,,,,,,dsfsi_v1
Meyer Zall Hospital,hospital,Public,WC,,,-34.02,23.02,600,,,,,,dsfsi_v1
Mitchells Plain District Hospital,hospital,Public,WC,Cape Town,"AZ Berman Dr, Mitchells Plain, Cape Town, 7785",-34.052,18.622,300,,,+27 21 377 4300,zexapile@pgwc.gov.za,,curated
Monte Vista Hospital,hospital,Public,WC,Cape Town,,-33.8775,18.55638,24,,,,,,dsfsi_v1
Mossel Bay Hospital,hospital,Public,WC,,21st Avenue,-34.1858,22.1275,90,,,,,,dsfsi_v1
Mowbray Maternity Hospital,hospital,Public,WC,Cape Town,"12 Hornsey Road, Mowbray",-33.949,18.47489,205,,,,,,dsfsi_v1
NHN Life Path Helderberg Hospital,hospital,NHN,WC,Cape Town,2 Fijnbose Close,-34.1127,18.838131,600,,,,,,dsfsi_v1
NHN M-Care Cape View Hospital,hospital,NHN,WC,Cape Town,Neels Bothma Street,-33.8926,18.564195,600,,,,,,dsfsi_v1
Netcare Blaauwberg Hospital,hospital,Netcare,WC,Cape Town,"Waterville Cres, Sunningdale, Cape Town, 7441",-33.812,18.518,110,,mediswitch,,,,curated
Netcare Ceres Hospital,hospital,Netcare,WC,Ceres,"Voortrekker St, Ceres, 6835",-33.371,19.312,30,,mediswitch,,,,curated
Netcare Christiaan Barnard Memorial Hospital,hospital,Netcare,WC,Cape Town,"181 Longmarket St, Cape Town City Centre, 8001",-33.924,18.421,238,,mediswitch,+27 65 515 3169,,,curated
Netcare Kuils River Hospital,hospital,Netcare,WC,Cape Town,"37 Van Riebeeck Rd, Kuils River, 7580",-33.934,18.675,102,,mediswitch,+27 21 900 6000,None,,curated
Netcare N1 City Hospital,hospital,Netcare,WC,Cape Town,"Louwtjie Rothman St, Goodwood, Cape Town, 7460",-33.9077,18.553,185,,mediswitch,,,,curated
Newlands Surgical Hospital,hospital,Public,WC,Cape Town,,-33.9769,18.466055,600,,,,,,dsfsi_v1
Origin Maternity Hospital,hospital,Public,WC,Cape Town,Hennie Winterbach Street Panorama,-33.87498,18.575818,600,,,+27 21 930 1855,,,dsfsi_v1
Orthotic and Prosthetic Centre,hospital,Public,WC,Pinelands,Ext Forest Drive,-33.922664,18.5243065,,,,,,,osm
Otto Du Plessis Hospital,hospital,Public,WC,"Bredasdorp, Cape Agulhas, Overberg","Dorpsig Street, Bredasdorp",-34.5372,20.035636,30,,,,,,dsfsi_v1
Otto Du Plessis Hospital (Private Ward),hospital,,WC,,,-33.5372,21.035636,,,,,,,dsfsi_v1
Paarl Hospital,hospital,Public,WC,Cape Town,"Hospital Street, Paarl",-33.7263,18.97028,301,,,,,,dsfsi_v1
Pines Clinic Hospital,hospital,Public,WC,,,-33.6403,19.44804,600,,,,,,dsfsi_v1
Pr Alice Ortho Hospital,hospital,Public,WC,Cape Town,Anzio Road,-33.9427,18.459306,600,,,,,,dsfsi_v1
Radie Kotze Hospital,hospital,Public,WC,,"Hoof Street, Piketberg, 7320",-32.9063,18.76222,31,,,,,,dsfsi_v1
Red Cross Children's Hospital,hospital,Public,WC,Cape Town,"Klipfontein Road, Rondebosch, Cape Town, 7700",-33.9531,18.48707,270,,,,,,dsfsi_v1
Red Cross War Memorial Children's Hospital,hospital,Public,WC,Cape Town,"Klipfontein Rd, Rondebosch, Cape Town, 7700",-33.963,18.465,273,,,+27 21 658 5111,,,curated
Red Cross War Memorial Children's Hospital: Division of Child and Adolescent Psychiatry,hospital,,WC,Rosebank,Sawkins Road,-33.9529335,18.4812339,,,,,,,osm
Regina Centre,hospital,Public,WC,,,-33.643,19.445,600,,,,,,dsfsi_v1
Robertson Hospital,hospital,Public,WC,"Robertson,Worcester","Van Oudtshoorn Street, Robertson",-33.8016,19.89133,46,,,+27236264336,,,dsfsi_v1
SAMHS 2 Mil Hospital,hospital,Public,WC,Cape Town,Van Arckel Street,-34.0045,18.453257,600,,,,,,dsfsi_v1
Shirnell Clinic Hospital,hospital,Public,WC,Cape Town,,-33.9157,18.44249,600,,,,,,dsfsi_v1
Somerset Hospital,hospital,Public,WC,Cape Town,"Beach Rd, Green Point, Cape Town, 8005",-33.913,18.413,200,,,+27 21 402 6911,,,curated
Sonstraal TB Hospital,hospital,Public,WC,,"Meaker Street, Paarl",-33.7119,18.98694,90,,,,,,dsfsi_v1
St Monica's Hospital,hospital,Public,WC,Cape Town,,-33.9238,18.41134,600,,,,,,dsfsi_v1
Stellenbosch Hospital,hospital,Public,WC,,"Merriman Avenue, Stellenbosch",-33.9305,18.87028,85,,,,,,dsfsi_v1
Stikland Hospital,hospital,Public,WC,Cape Town,De La Haye Avenue,-33.8908,18.65498,218,,,,,,dsfsi_v1
Stikland Psychiatric Hospital,hospital,Public,WC,Bellville,De la Haye Avenue,-33.8967876,18.659206,,,,+27 21 9404400,,,osm
Sutherland Hospital,hospital,,WC,Sutherland,Theron Street,-32.3989301,20.6644493,375,,,,,,osm
Swartland Hospital,hospital,Public,WC,"Malmesbury,Swartland","PG Nelson Street, Malmesbury",-33.456,18.723322,88,,,+27 22 487 9203,,,dsfsi_v1
Table View Vet,hospital,,WC,,,-33.8292851,18.5043944,,,,,,,osm
Tygerberg Hospital,hospital,Public,WC,Cape Town,"Francie van Zijl Dr, Parow Valley, Cape Town, 7505",-33.884,18.609,1310,,,+27 21 938 4911,,,curated
Tygerberg Level 2 Hospital,hospital,Public,WC,,,-33.9147,18.611569,800,,,,,,dsfsi_public
Valkenberg Hospital,hospital,Public,WC,Cape Town,Oservatory Road,-33.9373,18.48024,432,,,,,,dsfsi_v1
Vergelegen Medi-Clinic,hospital,,WC,Somerset West,Main Road,-34.0910055,18.858929,,,,,,,osm
Victoria Hospital (Wynberg),hospital,Public,WC,Cape Town,"Hill St, Wynberg, Cape Town, 7800",-34.009,18.46,210,,,,None,,curated
Wesfleur Clinic Hospital,hospital,Public,WC,Cape Town,"Wesfleur Circle, Atlantis, Cape Town, 7349",-33.5649,18.49505,600,,,+27 21 571 8043,,,dsfsi_v1
Worcester Hospice,hospital,Public,WC,,,-33.611946,19.455455,,,,,,,dsfsi_v1
Worcester Hospital,hospital,Public,WC,"Worcester, Western Cape","Murray Street, Worcester, 6850",-33.6444,19.458072,269,,,+27 23 348 1500,,,dsfsi_v1
Anton Böhmer,other,,WC,,,-33.9375499,18.854827,,,,,,,osm
Blood Donation Centre,other,,WC,,,-33.8908138,18.5610656,,,,,,,osm
Hartt's Dental Laboratory,other,,WC,,Lincoln Street,-33.8924964,18.6182695,,,,,,,osm
Helderberg Hospice,other,,WC,Somerset West,Old Stellenbosch Road,-34.0669227,18.8343771,,,,+27 21 852 4608,,,osm
Homeopath,other,,WC,Cape Town,Milton Road,-33.9376505,18.4651623,,,,,,,osm
Institute of Healthy Aging,other,,WC,Cape Town,Kloof Road,-33.919506,18.3864978,,,,+27 21 434 2564,,,osm
Karen Cilliers,other,,WC,Ceres,Alheit Street,-33.3670427,19.3006801,,,,,,,osm
Klipdrift Health Post,other,Public,WC,,,-33.8119,19.8814,,,,,,,who_mfl
Lancet Laboritories,other,,WC,,,-33.9840103,18.4914188,,,,,,,osm
Lize-Jeanne Coetzee Biokineticist,other,,WC,,,-33.9022257,18.8577667,,,,,,,osm
Med,other,,WC,,Middel Street,-33.8997796,18.6340953,,,,,,,osm
Process Oriented Psychotherapist,other,,WC,Scarborough,Blesbok Street,-34.2024827,18.3790143,,,,+27 735224068,,,osm
Rosendal Spa,other,,WC,,,-33.8020728,19.9876679,,,,,,,osm
Sigma Health Post,other,Public,WC,,,-33.5314,21.696,,,,,,,who_mfl
Tushita Kadampa Meditation Centre,other,,WC,Cape Town,Trill Road,-33.938941,18.4695959,,,,+27 21 448 5314,,,osm
Welgevallen Community Psychology Clinic,other,,WC,,,-33.9396139,18.8668639,,,,,,,osm
wc Atlantis/False Bay/Hout Bay EMS Station,other,,WC,Cape Town,,,,,,,,,,dsfsi_ems
wc Bitterfontein EMS Station,other,,WC,,,-31.0394,18.264153,,,,,,,dsfsi_ems
wc Grabouw EMS Station,other,,WC,,,-34.204,19.181,,,,,,,dsfsi_ems
wc ICU and Flying Squad Program EMS Station,other,,WC,Cape Town,,,,,,,,,,dsfsi_ems
wc Khayelitsha Eastern EMS Station,other,,WC,Cape Town,,-34.0471,18.674944,,,,,,,dsfsi_ems
wc Klaarstroom EMS Station,other,,WC,,,-33.33,22.535,,,,,,,dsfsi_ems
wc Lentegeur Southern EMS Station,other,,WC,Cape Town,,-34.0219,18.613125,,,,,,,dsfsi_ems
wc Merweville EMS Station,other,Public,WC,,Hugenoot Street,-32.664,21.515,,,,,,,dsfsi_ems
wc Southern EMS Station,other,,WC,Cape Town,,,,,,,,,,dsfsi_ems
wc Tygerberg Northern EMS Station,other,,WC,Cape Town,,-33.8819,18.636784,,,,,,,dsfsi_ems
wc Villiersdorp EMS Station,other,,WC,,,-33.99,19.31,,,,,,,dsfsi_ems
wc Wilderness EMS Station,other,,WC,,,-33.963,22.474,,,,,,,dsfsi_ems
Alpha Pharm Broadway Pharmacy,pharmacy,,WC,,,-33.8937065,18.614536,,,,,,,osm
AlphaPharm,pharmacy,,WC,,,-34.0851959,18.8533036,,,,+27 21 851 0665,,,osm
Barr’s Pharmacy,pharmacy,,WC,,Long Street,-33.919803,18.4218629,,,,,,,osm
Chemist Apteek Onrusriver,pharmacy,,WC,,,-34.4076304,19.1643117,,,,,,,osm
Chinn's Corner Pharmacy,pharmacy,,WC,Cape Town,Buitenkant Street,-33.9334585,18.4195529,,,,,,,osm
Culemborg Pharmacy,pharmacy,,WC,,,-33.9191885,18.4253587,,,,,,,osm
Cylnor Pharmacy,pharmacy,,WC,,,-34.0634414,18.8339704,,,,,,,osm
Dis-Chem | Die Boord,pharmacy,Independent,WC,Stellenbosch,Cnr. Rokewood & Saffraan Avenue,-33.9441729,18.8512469,,,,+27 21 861 6300,,,osm
Dr. Mariam Herbalist,pharmacy,,WC,,,-34.046409,18.7011571,,,,,,,osm
Durbell,pharmacy,,WC,,,-33.8586778,18.6129234,,,,,,,osm
Essential Health Pharmacy - Bergrivier,pharmacy,,WC,Wellington,Church Street,-33.6388597,19.0096645,,,,+27 21 873 2569,,,osm
Forest Glade Pharmacy,pharmacy,,WC,,,-34.0618679,18.43475,,,,,,,osm
Kempark Pharmacy,pharmacy,,WC,,,-34.0115373,18.4786286,,,,+27 21 797 3048,,,osm
Lakeside Pharmacy,pharmacy,,WC,,,-34.0862589,18.4572854,,,,,,,osm
Lifestyle Pharmacy,pharmacy,,WC,"Observatory, Cape Town",Main Road,-33.941802,18.4665991,,,,,,,osm
M-Kem Medicine City,pharmacy,,WC,Cape Town,Durban Road,-33.8883709,18.6349396,,,,+27 21 948 5702,,,osm
Meadowridge Pharmacy,pharmacy,,WC,,,-34.0401913,18.4563431,,,,,,,osm
Medi-Cross Pharmacy,pharmacy,Netcare,WC,Pretoria,Doctor WF Nkomo Street,-33.8247307,18.4907258,,,,+27 12 327 5131,,,osm
Mediplace Pharmacy,pharmacy,,WC,"Woodstock, Cape Town",Victoria Road,-33.9312911,18.4548487,,,,+27 21 486 9248,,,osm
Mediplein Apteek,pharmacy,,WC,,"Shop 26, Bushveld Centre, Cnr Marx & Potgieter Street",-33.8258931,18.650863,,,,,,,osm
Merlot Pharmacy,pharmacy,,WC,,,-33.8226183,18.5049415,,,,,,,osm
Noyes Pharmacy,pharmacy,,WC,,,-33.9958628,18.4686033,,,,,,,osm
Nu-Crane Pharmacy,pharmacy,,WC,,Voortrekker Road,-33.9091913,18.5664314,,,,,,,osm
Panorama Pharmacy,pharmacy,,WC,"Panorama, Parow",Hennie Winterbach Street,-33.8835026,18.5819746,,,,+2721 930 2916,,,osm
Pharmacy De Agterbaai,pharmacy,,WC,,,-32.7251243,17.9742812,,,,,,,osm
REO Family Pharmacy,pharmacy,,WC,,Elsies River Halt,-33.9171503,18.5659025,,,,,,,osm
Reddam Pharmacy,pharmacy,,WC,,,-34.073109,18.4318257,,,,,,,osm
Roodeberg Pharmacy,pharmacy,,WC,,Main Road,-33.7439715,18.9626247,,,,,,,osm
Rustenburg Pharmacy,pharmacy,,WC,Rondebosch,Main Road,-33.9603182,18.4702694,,,,,,,osm
Sederkem,pharmacy,,WC,,,-32.1753813,18.8927653,,,,,,,osm
Sentinal Pharmacy,pharmacy,,WC,,,-34.0406036,18.3499199,,,,,,,osm
Stelkor Pharmacy,pharmacy,,WC,Stellenbosch,Piet Retief,-33.939677,18.8597264,,,,,,,osm
Stellenbosch Square Pharmacy,pharmacy,,WC,,,-33.9781446,18.842011,,,,,,,osm
Steps to Health,pharmacy,,WC,,,-34.0339194,18.4608589,,,,,,,osm
Stipp Pharmacy,pharmacy,,WC,Riviersonderend,"36, Main Road, 7250",-34.1505794,19.9132562,,,,,,,osm
Suidpunt Pharmacy,pharmacy,,WC,,,-34.7947623,20.0407618,,,,,,,osm
Top Pharm,pharmacy,,WC,Swellendam,Siebert Street,-34.0230928,20.4402176,,,,+27 73 641 7505,,,osm
Twin Palms Pharmacy,pharmacy,,WC,,,-34.1135603,18.8416417,,,,,,,osm
Urban Health 24hr Pharmacy,pharmacy,,WC,,,-33.9867634,18.4981078,,,,,,,osm
Waterfront Pharmacy,pharmacy,,WC,Cape Town,Breakwater Lane,-33.9033175,18.4209687,,,,,,,osm
Westgate Pharmacy,pharmacy,,WC,,,-34.041325,18.5855735,,,,,,,osm
Wheelers Pharmacy,pharmacy,,WC,,,-34.0426779,18.3590379,,,,,,,osm
Witzen Pharmacy,pharmacy,,WC,,,-33.366214,19.3165934,,,,,,,osm
Netcare Akeso Kenilworth,psychiatric,Netcare,WC,Cape Town,"23 Kenilworth Rd, Kenilworth, Cape Town, 7708",-33.994,18.487,64,,mediswitch,,,,curated
Beaufort West RTC Pal,rehabilitation,,WC,,,,,,,,,,,dsfsi_ltc
Life Knysna Frail Care,rehabilitation,,WC,,Hunters Drive,-34.0527,23.080507,,,,,,,dsfsi_ltc
Nelspoort RTC Pal,rehabilitation,,WC,,,,,,,,,,,dsfsi_ltc
Ramot Treatment Centre,rehabilitation,,WC,,,-33.8953331,18.6019563,,,,,,,osm
Robin Trust Sub-acute and Rehab Unit,rehabilitation,,WC,Cape Town,Pinelands,-33.9409336,18.4891396,10,,,,,,osm
St. Joseph's Home,rehabilitation,,WC,,,-33.9644043,18.5729781,,,,,,,osm
Tygerberg Hospice Trust,rehabilitation,,WC,Cape Town,,,,,,,,,,dsfsi_ltc
Basil Adriaanse Physiotherapy,specialist,,WC,Cape Town,Voortrekker Road,-33.9014657,18.6251407,,,,+2721 948 0857,,,osm
Bierman Malan,specialist,,WC,Hermanus,,-34.417525,19.2438075,,,,,,,osm
Blouberg Dental,specialist,,WC,,Porterfield Road,-33.8177528,18.4828663,,,,+27215573427,,,osm
Cape Town Dental Studio,specialist,,WC,,,-33.9171804,18.3887434,,,,,,,osm
Chris Pistorius Dental Practice,specialist,,WC,,,-33.9638705,18.8502853,,,,,,,osm
Dental & Ortho Clinic,specialist,,WC,,Voorbrug Road,-33.9749626,18.6456338,,,,,,,osm
Dentist,specialist,,WC,,Lilian Ngoyi Street,-33.836221,18.6758432,,,,+27 21 975 0462,,,osm
Dr B M Sher,specialist,,WC,,Ashstead Road,-33.9086572,18.4106385,,,,+27214344521,,,osm
Dr Plessis van der Merwe,specialist,,WC,,,-34.4402278,19.4570044,,,,+27 66 331 8711,,,osm
Dr's Te Boekhorst,specialist,,WC,Gordon's Bay,Sir Lowrys Pass Road,-34.1569062,18.8711293,,,,+27 21 856 2579,,,osm
Dr. Christa Engelbrecht,specialist,,WC,,,-33.942447,18.8594404,,,,,,,osm
Dr. Cornel Cronjé,specialist,,WC,Montagu,Bath Street,-33.7868576,20.1203768,,,,+27 23 614 1281,,,osm
Dr. J. Lochner,specialist,,WC,,,-34.0809414,18.8463817,,,,,,,osm
Dr. S. Bouwer,specialist,,WC,,,-34.0706567,18.827675,,,,,,,osm
Drs Moses and Kathree,specialist,,WC,,Casino Road,-34.0735073,18.5624116,,,,+27 21 393 1652,,,osm
Gideon van Tonder,specialist,,WC,Somerset West,Caledon Street,-34.079631,18.8501174,,,,+27 21 851 4727,,,osm
JJS Dentistry,specialist,,WC,Cape Town,Dock Road,-33.9123147,18.4225189,,,,,,,osm
Kinnell Physiotherapy,specialist,,WC,Cape Town,Frean Road,-33.9619172,18.4880735,,,,,,,osm
Mountcare Dental,specialist,,WC,,Bellmore Avenue,-33.9875193,18.5228694,,,,,,,osm
Physiotherapist,specialist,,WC,,,-33.9264221,18.8777288,,,,,,,osm
Strydom Orthodontics,specialist,,WC,,,-33.8334608,18.6526415,,,,,,,osm
The Happy Tooth,specialist,,WC,Gordon's Bay,Faure Marine Drive,-34.1440827,18.8543234,,,,+27 21 856 1600,,,osm
Thornton dentist,specialist,,WC,,,-33.9240037,18.5394649,,,,,,,osm
AFM Steynville Church,clinic,,,,,,,,,,,,,healthsites
Akeso Parktown Psychiatric Clinic,clinic,Netcare,,"Parktown,Johannesburg",6 Junction Avenue,,,,,,,,,healthsites
Amelia Clinic,clinic,Public,,Ekurhuleni,46 Shelton Avenue,,,,,,,,,who_mfl
Ampath Laboratories,clinic,,,Pretoria,1171 Stanza Bobape Street,,,,,,,,,healthsites
Apffelstaedt & Associates,clinic,,,"Panorama, Cape Town",47 Hennie Winterbach Street,,,,,,,,,healthsites
B. Braun Avitum Cape Gate Dialysis Centre,clinic,,,Cape Town,65 Tanner Road,,,,,,,,,healthsites
Bataung Community Clinic,clinic,Public,,,,,,,,,,,,healthsites
Bellville South Community Day Centre,clinic,Public,,Bellville South,Kasselsvlei Road,,,,,,,,,healthsites
Bhekumnthetu Clinic,clinic,Public,,Zululand District,,,,,,,,,,healthsites
Bishop Lavis Community Health Centre,clinic,,,,,,,,,,,,,healthsites
Block U Clinic (Sedilega Clinic),clinic,Public,,"891/1662 Block U, Mabopane",,,,,,,,,,healthsites
Boiki Tlhapi Health Centre,clinic,,,,,,,,,,,,,healthsites
Bophelong Clinic Nw2 - Vanderbijlpark,clinic,Public,,"Bophelong, Vanderbijlpark",632 632 Matthew Street,,,,,,,,,healthsites
Brandwacht Satellite Clinic,clinic,Public,,,,-34.0519,22.0544,,,,,,,who_mfl
Breipaal Community Clinic,clinic,Public,,Douglas,Cnr Lily Ave and Rose Street,,,,,,,,,healthsites
Brixton Clinic,clinic,Public,,Johannesburg,Ingelby Street,,,,,,,,,healthsites
Brooklyn MedPark,clinic,,,Pretoria,158 Olivier Street,,,,,,,,,healthsites
Carecross Medical & Dental Centre,clinic,,,,High Street,,,,,,,,,healthsites
Cloetesville State Clinic,clinic,Public,,Stellenbosch,Tennant,,,,,,,,,healthsites
CoreMed,clinic,,,Vanderbijlpark,"CORMED CLINIC, MEDQUANT BUILDING CNR HERTZ & PASTEUR BLVD,",,,,,,,,,healthsites
D'Almeida Clinic,clinic,Public,,,,-34.1766,22.1167,,,,,,,who_mfl
Dana Bay Satellite Clinic,clinic,Public,,,,-34.1766,22.1167,,,,,,,who_mfl
Dannhauser Community Health Centre,clinic,,,,,,,,,,,,,healthsites
Deorham Clinic,clinic,,,,,-26.8961082,23.5122791,,,,,,,osm
Doctor/Travel Clinic,clinic,,,,272 Turf Club Street,,,,,,,,,healthsites
Dr. Abdurahman Community Health Clinic,clinic,,,,,,,,,,,,,healthsites
Dr. B.C. Setzer Family Practice,clinic,,,Cape Town,361 Koeberg Road,,,,,,,,,healthsites
Eersterus Clinic,clinic,Public,,Eersterust,P.S. Fourie Drive,,,,,,,,,healthsites
Engage Mens Health Clinic,clinic,,,"Hatfield, Pretoria",1310 Stanza Bopape Street,,,,,,,,,healthsites
Esselen Street Clinic,clinic,,,"Hillbrow,Johannesburg",17 Esselen Street,,,,,,,,,healthsites
Eziphunzini Satellite Clinic,clinic,Public,,,,,,,,,,,,who_mfl
Faerie Flen Medical Suites,clinic,,,"Faerie Glen,Pretoria",Cnr Atterbury Oberon Avenue,,,87,,,,,,healthsites
Florianville Clinic,clinic,Public,,Florianville,Stokroos Street,,,,,,,,,healthsites
Gamalakhe Health Center,clinic,,,,,,,,,,,,,healthsites
General Practitioners - Northcliff Medical Center,clinic,,,"Northcliff, Randburg",Cnr Beyers Naude Drive & Waugh Avenue,,,,,,,,,healthsites
George Road Satellite Clinic,clinic,Public,,,,-34.1802,22.1392,,,,,,,who_mfl
Gordon's Bay Community Day Centre,clinic,,,,Mountainside Boulevard,,,,,,,,,healthsites
Hartenbos Satellite Clinic,clinic,Public,,,,-34.1225,22.1103,,,,,,,who_mfl
Haviland,clinic,Public,,"Ladysmith, Weenen",160 Bell Street,,,,,,,,,healthsites
"Hlabisa, Kwazulu-Natal",clinic,,,"Hlabisa, Kwazulu-Natal",60 Saunders Street,,,,,,,,,healthsites
Huhudi Community Health Center,clinic,Public,,Pretoria,,,,,,,,,,healthsites
Ikhwezi Clinic,clinic,,,Strand,3 Simon Street,,,,,,,,,healthsites
Itereleng Clinic,clinic,Public,,Dobsonville,Elias Motsoaledi Road,,,,,,,,,healthsites
KID Medical Centre,clinic,,,,,,,,,,,,,healthsites
Kareedouw Surgery,clinic,,,,,,,,,,,,,healthsites
Klarinet Clinic,clinic,Public,,"eMalahleni, Mpumalanga",612 Carmen Street,,,,,,,,,healthsites
Klein Mier Satellite Clinic,clinic,Public,,,,-26.7396,20.2757,,,,,,,who_mfl
Knysna Town Clinic,clinic,Public,,,,-34.0374,23.0503,,,,,,,who_mfl
Koster Gateway Clinic,clinic,Public,,Koster,Noord Street,,,,,,,,,healthsites
KwaZulu Shoe Company Clinic,clinic,,,,,,,,,,,,,who_mfl
Kwanokuthula Community Day Centre,clinic,Public,,"Kwanokuthula, Plettenberg Bay",Sishiba Street,-34.0530543,23.3195335,,,,+27 44 501 5700,,,osm
Ladies Healthcare Centre,clinic,,,Johannesburg,37 Tudhope Avenue,,,,,,,,,healthsites
Lenasia Extension 2 Clinic,clinic,,,Lenasia,Eland Street,,,,,,,,,healthsites
Limpopo Medical Centre,clinic,,,Polokwane,"Unit 6 Limpopo Medical Centre, 45A Thabo Mbeki Street",,,,,,,,,healthsites
Luvuyo Clinic,clinic,,,"Makaza, Cape Town",Hlela Road,,,,,,,,,healthsites
Mabeskraal Community Health Centre,clinic,Public,,,,,,,,,,,,healthsites
Madiba Satellite Clinic,clinic,,,,,-26.7398254,20.3221416,,,,,,,osm
Madiba Satellite Clinic Groot Mier,clinic,Public,,,,-26.7396,20.2757,,,,,,,who_mfl
Margareta Womens Clinic & Medical Centre,clinic,,,Pretoria,Margareta Street,,,,,,,,,healthsites
Medicross Fish Hoek,clinic,Netcare,,Fish Hoek Cape Town,5th Avenue,,,,,,,,,healthsites
Medicross Kimberley,clinic,Netcare,,Kimberley,Cnr Stone & Long St  Central,,,,,,,,,healthsites
Medicross Meldene Medical and Dental Centre,clinic,Netcare,,Melville Johannesburg,Cnr 3rd Ave & Main Street,,,,,,,,,healthsites
Medicross Mossel Bay,clinic,Netcare,,Mossel Bay,Melkhout Street,-34.1838265,22.1138485,,,,+27 44 693 1470,,,osm
Medigate Medical Centre 2,clinic,,,"Umhlanga Ridge, Durban",Medigate Road,,,,,,,,,healthsites
Medipraxx Clinic,clinic,,,MITCHELLES PLAIN,Oliver Tambo Drive,,,,,,,,,healthsites
Mehlakazi Clinic,clinic,Public,,,,,,,,,,,,healthsites
Melomed,clinic,,,,,,,,,,,,,healthsites
Milan Park Clinic,clinic,Public,,,,,,,,,,,,who_mfl
Mofolo South Clinic,clinic,Public,,"Soweto, Gauteng",739 Elias Motsoaledi Road,,,,,,,,,healthsites
Mogwase health center,clinic,,,,,,,,,,,,,healthsites
Mossel Bay Gateway Clinic,clinic,Public,,,,-34.1858,22.1275,,,,,,,who_mfl
Mphathi Clinic,clinic,,,,,,,,,,,,,healthsites
NKCC Clinic,clinic,Public,,,,,,,,,,,,who_mfl
New Boikhutsong Clinic,clinic,,,,,,,,,,,,,healthsites
Ntabamhlope Provicial CHC,clinic,Public,,,,,,,,,,,,healthsites
Olifantshoek clinic Grounds;Olifantshoek clinic,clinic,Public,,"Olifantshoek,",16 van Riebeeck,,,,,,,,,healthsites
Orania Kliniek,clinic,,,Orania,2 Gannaboslaan,,,,,,,,,healthsites
Oxford Road Day Clinic,clinic,,,Saxonwold,99 Oxford Road,,,,,,,,,healthsites
Panorama Oncology Centre,clinic,,,"Cape Town, South Africa",60 Hennie Winterbach Street,,,,,,,,,healthsites
Panorama Plastic Surgery Clinic,clinic,,,"Cape Town, South Africa",49 Hennie Winterbach Street Panorama,,,,,,,,,healthsites
Panorama Psychiatry and Memory,clinic,Public,,"Panorama, Parow",48 Hennie Winterbach Street,,,,,,,,,healthsites
Park Medix Medical Centre,clinic,,,Bedfordview,8 Park Street,,,,,,,,,healthsites
Plettenberg Bay Clinic,clinic,Public,,,Marine Drive Plettenberg Bay,-34.0552,23.3672,,,,,,,who_mfl
Port Elizabeth Eye and Laser Institute,clinic,,,Gqeberha,205 Cape Road,,,,,,,,,healthsites
Quintamed,clinic,,,Pellissier,2 Wag 'n Bietjiebos Avenue,,,,,,,,,healthsites
Rethabile Community Health Centre,clinic,,,Polokwane,Magazyn Street,,,,,,,,,healthsites
Rhyns Oord Satellite Clinic,clinic,,,,,,,,,,,,,who_mfl
Rietfontein Community Healthcare Centre,clinic,,,,,-26.7444873,20.0261799,,,,,,,osm
